Artist Name;Popularity;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;Class
A. K. Paul;38.0;0.806;0.197;-12.945;0.207;0.252;2.35e-06;0.0835;0.337;124.005;6
Marilyn Manson;49.0;0.607;0.938;-3.072;0.0487;0.00228;0.000709;0.149;0.65;110.014;8
Tori Harper;46.0;0.647;0.512;-8.479;0.0381;0.856;;0.134;0.0716;111.957;0
Saint Sister;50.0;0.306;0.54;-7.196;0.0414;0.625;0.00454;0.152;0.147;75.382;1
ISLAND;28.0;0.572;0.949;-3.498;0.0362;0.14;7.44e-05;0.0705;0.607;138.013;1
Don Henley;48.0;0.557;0.577;-12.175;0.027;0.0796;2.31e-05;0.0604;0.445;91.877;10
Ron Gallo;32.0;0.41;0.823;-6.237;0.0655;0.0554;0.000215;0.154;0.284;90.471;1
Thieves Like Us;45.0;0.689;0.657;-10.419;0.0449;0.00843;0.459;0.15;0.802;116.872;6
Sense Field;23.0;0.505;0.659;-12.146;0.0256;0.0321;0.00986;0.116;0.461;101.53;10
Television;47.0;0.55;0.631;-11.493;0.0385;0.000898;0.18;0.0503;0.908;114.553;1
The Foxies;38.0;0.576;0.829;-4.323;0.0593;0.00265;0.00515;0.304;0.652;167.99;10
AJ Tracey;68.0;0.741;0.851;-6.03;0.0672;0.207;;0.296;0.84;141.987;5
Type O Negative;45.0;0.484;0.913;-5.942;0.045;0.13;0.78;0.0992;0.465;99.052;8
Avril Lavigne;69.0;0.578;0.694;-5.351;0.0706;0.0112;;0.102;0.268;129.921;9
Tempa T;19.0;0.869;0.761;-6.449;0.105;0.0016;0.829;0.0736;0.281;139.973;5
Viscera;33.0;0.423;0.958;-5.251;0.188;2.46e-05;0.127;0.388;0.174;119.967;8
Skating Polly;30.0;0.605;0.722;-5.852;0.0517;0.47;0.000461;0.104;0.961;124.711;1
Black Pumas;66.0;0.546;0.696;-6.537;0.0335;0.0887;1.84e-05;0.195;0.596;89.882;10
The Jesus and Mary Chain;54.0;0.545;0.717;-6.869;0.036;0.00417;0.406;0.136;0.589;118.515;10
Charlie Feathers;31.0;0.661;0.762;-9.581;0.038;0.792;3.38e-05;0.121;0.911;89.292;10
Chicocurlyhead;47.0;0.594;0.666;-5.237;0.211;0.565;;0.0891;0.507;81.75;5
Rochelle Jordan;34.0;0.778;0.703;-5.978;0.0391;0.0193;4.21e-05;0.069;0.493;126.015;6
Nasty Cherry;49.0;0.778;0.552;-5.987;0.0367;0.00661;0.000607;0.0815;0.499;115.032;1
Psymon Spine;34.0;0.765;0.476;-8.069;0.0969;0.213;0.0177;0.106;0.598;107.004;6
Power Trip;54.0;0.484;0.991;-4.028;0.0676;0.000289;0.657;0.359;0.559;167.035;8
Nothing;36.0;0.248;0.687;-6.233;0.0393;0.00224;0.85;0.0639;0.17;164.622;6
Alien Sex Fiend;36.0;0.564;0.804;-11.786;0.0733;0.0311;0.81;0.0463;0.397;123.716;10
Lush;45.0;0.46;0.878;-7.903;0.0514;0.326;0.813;0.0967;0.34;109.903;6
DJ Khaled;83.0;0.757;0.721;-2.906;0.0691;0.00196;;0.647;0.364;124.036;9
Remi Wolf;67.0;0.747;0.822;-5.15;0.0893;0.192;;0.288;0.862;115.937;6
Data;27.0;0.541;0.882;-3.929;0.219;0.158;;0.079;0.423;142.867;1
Paladin;28.0;0.485;0.975;-4.956;0.0692;3.07e-05;0.00077;0.0443;0.265;139.91;8
Michael Kiwanuka;59.0;0.643;0.773;-7.998;0.0414;0.188;0.000412;0.0986;0.653;124.538;9
Death Valley Girls;25.0;0.324;0.948;-4.609;0.0522;8.85e-06;0.561;0.165;0.342;90.542;1
The Cult;69.0;0.55;0.765;-8.684;0.0287;4.76e-06;0.873;0.132;0.419;139.46;6
Concha Piquer;35.0;0.46;0.223;-8.974;0.138;0.995;0.0957;0.253;0.306;78.306;9
Arcade Fire;65.0;0.252;0.8;-4.845;0.0368;0.12;0.0538;0.118;0.29;139.361;1
Ana Alcaide;40.0;0.701;0.204;-17.527;0.0406;0.964;0.835;0.0985;0.27;104.983;7
TDJ;37.0;0.667;0.51;-10.133;0.0436;0.176;0.00283;0.0857;0.16;141.077;1
Britney Spears;57.0;0.633;0.755;-6.566;0.0421;0.158;;0.273;0.729;138.96;9
Institute;44.0;0.327;0.852;-4.798;0.0613;0.00295;;0.12;0.222;180.075;10
James Taylor;73.0;0.597;0.271;-17.293;0.0394;0.766;0.0119;0.0933;0.338;76.271;10
James Otto;62.0;0.705;0.606;-7.047;0.0243;0.159;0.00149;0.242;0.876;98.001;4
elegant slims;46.0;0.52;0.815;-4.758;0.0488;0.00172;1.92e-06;0.089;0.466;91.972;10
Ms. Lauryn Hill;61.0;0.832;0.749;-6.129;0.37;0.0998;3.74e-06;0.0837;0.65;94.899;5
Goldfinger;45.0;0.241;0.916;-3.9;0.168;0.000868;;0.031;0.67;186.797;10
Dire Straits;42.0;0.666;0.667;-9.305;0.0371;0.043;0.0005;0.074;0.679;134.219;10
Bleachers;64.0;0.442;0.689;-5.289;0.0251;0.00458;;0.11;0.208;89.001;6
MAX RAD;32.0;0.742;0.657;-10.579;0.105;0.0687;0.000613;0.274;0.656;107.479;6
The Faint;37.0;0.737;0.668;-6.261;0.0323;0.00405;6.04e-05;0.385;0.961;131.009;6
Kojaque;45.0;0.529;0.746;-8.288;0.0649;0.0271;7.94e-06;0.158;0.184;83.978;10
Limp Bizkit;72.0;0.425;0.852;-5.607;0.046;0.0175;0.306;0.0935;0.512;101.968;10
Freddie King;59.0;0.565;0.526;-11.352;0.0365;0.0339;0.000119;0.11;0.637;167.936;2
Nick Hakim;29.0;0.766;0.488;-6.402;0.0595;0.257;0.0132;0.155;0.582;142.035;6
Van Halen;39.0;0.487;0.948;-7.754;0.043;0.000662;0.102;0.0506;0.242;105.395;8
The Who;71.0;0.394;0.622;-8.258;0.0336;0.213;4.45e-05;0.0892;0.342;126.844;10
Caitlyn Smith;54.0;0.587;0.299;-6.649;0.0327;0.853;2.11e-06;0.149;0.184;96.657;9
Leroy Carr;29.0;0.683;0.285;-12.101;0.0366;0.994;0.603;0.122;0.783;94.913;2
Fickle Friends;46.0;0.603;0.674;-8.193;0.0591;0.139;3.41e-06;0.116;0.732;93.004;6
Trippie Redd;71.0;0.527;0.79;-6.268;0.0788;0.016;;0.37;0.236;153.034;10
bl00dwave;33.0;0.626;0.861;-7.384;0.0285;0.0114;0.562;0.101;0.501;110.014;6
Johnny Winter;42.0;0.256;0.573;-12.179;0.0408;0.141;0.0279;0.111;0.824;205.057;2
Chapterhouse;37.0;0.267;0.94;-7.052;0.0629;0.000126;0.161;0.358;0.21;155.581;6
ILLENIUM;41.0;0.476;0.798;-5.405;0.0869;0.00677;0.0914;0.583;0.0372;92.781;10
Kaiser Chiefs;41.0;0.367;0.938;-4.643;0.0464;0.0052;5.18e-06;0.428;0.556;177.916;1
LO;3.0;0.559;0.463;-11.841;0.0257;0.201;0.00226;0.122;0.155;99.014;6
MOSES;46.0;0.494;0.805;-6.437;0.0293;0.000595;7.12e-05;0.0636;0.571;96.996;10
ILLENIUM;74.0;0.526;0.667;-5.451;0.0437;0.0505;;0.321;0.43;155.085;10
Shreya Ghoshal;19.0;0.616;0.547;-7.63;0.0342;0.739;0.0362;0.121;0.345;110.025;0
MOD SUN;65.0;0.367;0.707;-4.698;0.044;0.00806;;0.358;0.377;83.032;1
Glass Animals;69.0;0.845;0.583;-5.948;0.0773;0.114;0.000536;0.1;0.842;149.941;6
Aerosmith;53.0;0.359;0.854;-9.799;0.0418;0.00194;0.00767;0.841;0.472;99.414;10
Bathtub Cig;26.0;0.689;0.208;-15.944;0.0344;0.96;0.635;0.0933;0.194;96.052;6
Louf;33.0;0.434;0.599;-11.966;0.0734;0.00189;0.891;0.0929;0.436;109.188;1
Black Sabbath;38.0;0.336;0.796;-10.845;0.0896;0.00361;0.00143;0.0621;0.417;155.28;10
Yung Bleu;57.0;0.604;0.522;-6.796;0.0924;0.734;0.000172;0.113;0.287;93.169;5
George Strait;56.0;0.664;0.601;-13.379;0.0616;0.137;3.09e-05;0.0567;0.934;168.979;4
BENEE;55.0;0.712;0.625;-4.925;0.29;0.0154;;0.0509;0.48;177.94;6
DDG;50.0;0.799;0.494;-12.029;0.266;0.147;0.000929;0.115;0.234;136.019;5
Eugene Bridges;8.0;0.668;0.614;-7.882;0.0278;0.127;;0.367;0.46;103.57;2
Dead Pony;32.0;0.431;0.777;-7.853;0.0494;0.000207;1.25e-05;0.105;0.361;76.027;10
iann dior;58.0;0.695;0.869;-6.914;0.0264;0.71;;0.343;0.92;123.991;10
Johnny Adams;29.0;0.418;0.387;-11.79;0.0634;0.216;0.0127;0.142;0.361;202.033;2
Lime Cordiale;57.0;0.705;0.692;-7.271;0.0303;0.00149;0.000193;0.137;0.772;125.933;6
Ghetts;48.0;0.663;0.645;-7.977;0.398;0.443;;0.166;0.394;128.023;5
Shivam Pathak;57.0;0.528;0.664;-7.262;0.0377;0.226;;0.121;0.109;97.893;3
The Soft Cavalry;28.0;0.5;0.528;-10.051;0.0276;0.044;0.000243;0.0911;0.094;78.0;6
Willie J Healey;38.0;0.466;0.699;-6.101;0.0319;0.475;0.0065;0.221;0.716;190.384;6
The Kinks;57.0;0.468;0.839;-7.39;0.0365;0.459;0.461;0.151;0.935;151.842;10
Suldusk;38.0;0.601;0.439;-10.507;0.0253;0.43;0.00107;0.125;0.186;106.973;8
Kurt Vile;63.0;0.566;0.663;-9.068;0.0278;0.0945;0.294;0.0915;0.762;91.108;6
Yameii Online;70.0;0.427;0.666;-7.902;0.0415;0.176;0.229;0.0856;0.232;85.022;9
Nikola Zolkiewska;55.0;0.325;0.164;-17.19;0.0438;0.958;0.899;0.112;0.211;49.196;7
Rod Stewart;60.0;0.546;0.627;-9.037;0.0244;0.316;0.00114;0.096;0.764;81.278;0
Jackie Hayes;48.0;0.638;0.666;-6.951;0.0392;0.00784;6.65e-05;0.314;0.651;131.962;6
Jack Fruit;30.0;0.627;0.5;-9.615;0.046;0.0957;0.0385;0.522;0.353;120.025;9
Phoria;49.0;0.254;0.117;-21.35;0.0376;0.964;0.875;0.111;0.0447;78.533;1
Shocking Blue;37.0;0.655;0.648;-8.708;0.0345;0.102;;0.0946;0.712;125.603;2
James Bay;66.0;0.68;0.315;-8.425;0.0391;0.913;;0.712;0.361;117.614;0
Elliott Ok;14.0;0.398;0.338;-10.084;0.0304;0.328;0.0319;0.099;0.188;135.75;6
The Zombies;66.0;0.537;0.7;-6.852;0.0366;0.142;1.58e-06;0.383;0.695;117.111;10
AC/DC;59.0;0.569;0.901;-5.197;0.0544;0.00555;0.26;0.16;0.839;133.194;8
Webb Pierce;20.0;0.524;0.176;-11.14;0.0345;0.911;;0.366;0.676;115.996;10
Swamp Dogg;34.0;0.716;0.33;-13.283;0.046;0.193;2.94e-05;0.124;0.572;139.927;6
The Pale White;29.0;0.441;0.884;-4.319;0.104;0.00408;0.000812;0.406;0.468;129.931;10
Machine Gun Kelly;80.0;0.654;0.875;-4.845;0.0744;0.000417;0.0086;0.194;0.522;99.975;10
Wallice;60.0;0.759;0.636;-6.387;0.0473;0.0386;0.000117;0.643;0.921;120.019;6
Tim Montana;49.0;0.512;0.885;-3.558;0.0359;0.0208;;0.101;0.47;85.017;10
Low (Acoustic);33.0;0.557;0.264;-10.625;0.028;0.874;1.16e-05;0.0984;0.433;77.099;0
Johnny Cash;54.0;0.632;0.559;-10.49;0.0674;0.854;0.000103;0.127;0.884;182.942;10
LILHUDDY;64.0;0.513;0.848;-4.644;0.0676;0.000161;;0.336;0.394;143.968;9
The Wallflowers;44.0;0.534;0.892;-5.04;0.028;0.000697;;0.109;0.749;128.834;10
Five Finger Death Punch;58.0;0.45;0.872;-4.91;0.0353;0.0018;1.61e-05;0.0833;0.396;156.059;8
2 Chainz;70.0;0.897;0.767;-4.544;0.0959;0.0679;0.000364;0.129;0.675;134.913;5
Faze Miyake;2.0;0.655;0.438;-11.276;0.0433;0.012;0.648;0.222;0.557;148.018;5
Jess Locke;28.0;0.653;0.543;-7.154;0.026;0.0852;5.37e-06;0.295;0.419;97.029;6
Jeremy Zucker;66.0;0.551;0.249;-11.392;0.06;0.68;0.0022;0.112;0.257;156.02;9
Wild Pink;40.0;0.501;0.792;-7.31;0.0255;0.00708;0.00318;0.67;0.645;88.014;1
Jeezy;33.0;0.75;0.723;-5.452;0.231;0.00829;;0.0588;0.747;170.006;5
Passion Pit;71.0;0.566;0.755;-5.526;0.0368;0.0338;;0.315;0.445;101.006;6
Shawnna;47.0;0.823;0.586;-6.044;0.336;0.0901;;0.0605;0.611;78.054;5
Walter Wolfman Washington;18.0;0.705;0.811;-5.483;0.133;0.27;0.0248;0.0233;0.549;97.938;2
Jamestown Revival;45.0;0.529;0.652;-7.592;0.0348;0.607;;0.0893;0.486;76.052;1
Baby Keem;80.0;0.89;0.701;-5.712;0.342;0.00306;3.06e-06;0.0895;0.505;80.462;5
Armon;8.0;0.352;0.648;-7.426;0.0375;0.37;0.432;0.27;0.36;82.436;6
Long Distance Calling;34.0;0.287;0.77;-7.477;0.0546;0.000483;0.445;0.0519;0.293;71.072;8
The Jungle Giants;56.0;0.664;0.759;-4.926;0.0428;0.0169;0.0025;0.179;0.771;160.023;9
Sha Na Na;22.0;0.294;0.923;-12.239;0.212;0.198;0.000128;0.992;0.208;135.384;10
Wallice;55.0;0.576;0.597;-4.974;0.0391;0.22;;0.0914;0.614;133.686;6
Dead by April;51.0;0.42;0.937;-2.672;0.152;0.00938;;0.166;0.412;156.059;8
Beck;59.0;0.582;0.938;-5.726;0.0392;0.000733;0.0202;0.0841;0.8;113.999;6
The Killers;82.0;0.352;0.911;-5.23;0.0747;0.00121;;0.0995;0.236;148.033;10
Parker Millsap;48.0;0.568;0.632;-6.958;0.161;0.0245;0.000246;0.401;0.711;164.823;10
bbno$;67.0;0.95;0.574;-7.969;0.251;0.0973;0.000274;0.0801;0.656;106.042;9
AWOLNATION;53.0;0.645;0.86;-5.041;0.031;0.128;0.00517;0.0929;0.04;111.029;10
Bruce Springsteen;58.0;0.532;0.736;-6.901;0.0383;0.000146;0.000961;0.292;0.656;125.105;10
Jamie O'Neal;46.0;0.507;0.843;-3.421;0.108;0.274;;0.295;0.504;193.708;4
Braid;32.0;0.39;0.885;-6.98;0.0549;0.0014;2.11e-05;0.371;0.592;83.661;10
Rekha Bhardwaj;25.0;0.439;0.364;-10.723;0.0341;0.877;0.007;0.0776;0.111;80.202;0
Tyla Yaweh;71.0;0.712;0.822;-3.728;0.131;0.0321;;0.239;0.469;91.011;5
JunkBunny;27.0;0.343;0.85;-7.51;0.0567;5.37e-05;5.01e-05;0.0905;0.437;161.794;10
Lisa Mann;29.0;0.624;0.849;-4.261;0.0358;0.0862;5.3e-05;0.362;0.717;94.066;2
Kylie V;30.0;0.605;0.428;-7.93;0.0261;0.685;0.00924;0.201;0.228;152.969;1
Illinois Jacquet;34.0;0.769;0.25;-11.141;0.0556;0.711;0.0823;0.0855;0.615;127.147;2
The Walkmen;57.0;0.167;0.921;-4.881;0.061;0.000141;0.0716;0.239;0.315;168.225;6
OK Go;43.0;0.43;0.669;-3.398;0.0448;5.07e-05;0.0105;0.121;0.417;160.001;10
Half the Animal;43.0;0.539;0.654;-6.454;0.0813;0.0296;1.49e-06;0.0595;0.511;170.138;10
bloody/bath;37.0;0.527;0.878;-4.932;0.0561;0.2;0.876;0.104;0.198;152.017;6
Fontaines D.C.;46.0;0.495;0.96;-6.235;0.061;0.0281;1.05e-05;0.111;0.182;172.808;1
Lowertown;32.0;0.516;0.698;-8.008;0.031;0.00741;0.0087;0.575;0.227;84.014;9
DaBaby;56.0;0.703;0.555;-8.199;0.382;0.0382;;0.246;0.702;177.205;5
Monolink;51.0;0.845;0.429;-11.706;0.0973;0.183;0.267;0.0727;0.443;116.007;6
The Beaches;41.0;0.691;0.62;-3.339;0.0455;0.0129;0.000686;0.0821;0.552;109.027;10
Dua Lipa;65.0;0.455;0.265;-8.468;0.0491;0.861;;0.685;0.324;176.036;0
Suli Breaks;22.0;0.885;0.517;-12.067;0.5;0.186;;0.446;0.705;110.012;5
Malfunkshun;42.0;0.217;0.736;-7.309;0.0409;0.000689;2.46e-06;0.0821;0.246;130.404;10
George Harrison;62.0;0.373;0.57;-11.56;0.0441;0.497;0.0124;0.128;0.631;81.28;10
Mavi Phoenix;46.0;0.818;0.459;-10.073;0.0399;0.916;0.906;0.111;0.246;110.126;6
Jade Bird;43.0;0.673;0.722;-5.497;0.0855;0.364;;0.0605;0.717;91.962;1
Middle Kids;34.0;0.545;0.421;-7.201;0.0276;0.0469;2.28e-06;0.214;0.314;149.955;6
Misplaced;33.0;0.495;0.949;-3.789;0.0407;4.2e-05;0.711;0.438;0.683;105.013;10
Pote Baby;51.0;0.881;0.475;-8.794;0.5;0.303;;0.229;0.615;146.931;5
Darkcell;33.0;0.486;0.975;-4.016;0.11;0.00177;1.51e-05;0.929;0.131;105.005;8
Journers;28.0;0.485;0.706;-7.165;0.0333;0.00782;0.000568;0.108;0.349;135.954;10
Miss May I;56.0;0.381;0.969;-4.956;0.141;4.59e-06;1.47e-05;0.143;0.338;179.987;8
wave to earth;33.0;0.442;0.576;-5.611;0.0321;0.362;9.77e-06;0.308;0.643;202.081;10
Fallen;30.0;0.538;0.507;-11.016;0.0312;0.029;0.264;0.354;0.169;103.021;0
Greta Van Fleet;63.0;0.222;0.807;-4.738;0.045;0.000696;0.00844;0.0801;0.106;136.344;10
Godsticks;24.0;0.292;0.775;-6.192;0.0488;0.00796;1.98e-06;0.111;0.368;150.475;10
Jan & Dean;45.0;0.469;0.647;-13.913;0.0315;0.595;1.65e-06;0.339;0.942;147.878;10
The Pharcyde;56.0;0.853;0.754;-7.158;0.259;0.335;6.21e-06;0.252;0.69;95.081;5
Justus Bennetts;60.0;0.669;0.648;-4.66;0.067;0.34;;0.314;0.616;80.974;9
Salt-N-Pepa;68.0;0.913;0.596;-12.477;0.0707;0.00658;0.00349;0.078;0.973;127.215;9
Jake Milliner;35.0;0.811;0.453;-9.54;0.0948;0.438;0.853;0.345;0.605;93.014;1
21 Savage;80.0;0.819;0.626;-4.574;0.202;0.00748;0.101;0.167;0.415;143.01;5
George Moir;35.0;0.663;0.604;-5.252;0.186;0.367;0.000269;0.134;0.567;82.536;6
Amber Run;38.0;0.486;0.908;-4.43;0.0369;0.0023;0.24;0.389;0.241;89.991;10
Whitney;52.0;0.728;0.572;-10.043;0.0348;0.242;4.1e-05;0.102;0.744;110.346;6
P.O.D.;50.0;0.563;0.924;-5.567;0.0734;0.00156;1.15e-06;0.0468;0.539;90.928;10
Monster Magnet;49.0;0.522;0.853;-5.861;0.0383;7.44e-05;0.582;0.131;0.637;140.727;8
Press Club;26.0;0.447;0.949;-4.245;0.0841;0.000283;2.4e-05;0.132;0.364;104.724;1
The Futureheads;43.0;0.42;0.988;-2.622;0.157;0.00164;;0.286;0.353;155.993;6
Gorgoroth;35.0;0.17;0.98;-12.697;0.0652;2.48e-06;0.852;0.515;0.0504;144.475;8
YONAKA;56.0;0.503;0.685;-6.48;0.0423;0.0421;;0.0674;0.508;146.997;10
Fleetwood Mac;82.0;0.545;0.67;-8.81;0.0496;0.009;0.000822;0.0451;0.481;151.553;10
Mohammed Rafi;9.0;0.261;0.14;-15.33;0.0412;0.983;0.69;0.116;0.188;72.286;3
Pinkshinyultrablast;42.0;0.12;0.87;-6.984;0.0995;0.0018;0.815;0.0834;0.0536;179.815;6
Migrant Motel;35.0;0.571;0.405;-8.907;0.025;0.00157;0.000991;0.0911;0.398;72.974;10
Bleachers;54.0;0.691;0.864;-7.206;0.0417;0.0766;;0.0853;0.756;109.201;1
Teenage Wrist;47.0;0.553;0.902;-4.35;0.0588;0.00286;;0.2;0.572;132.089;10
Radiohead;63.0;0.291;0.767;-6.913;0.0862;0.000401;0.012;0.0763;0.359;175.702;1
Red Fang;46.0;0.187;0.913;-8.185;0.0558;0.224;0.843;0.102;0.344;156.715;10
The Devil and the Almighty Blues;40.0;0.298;0.584;-7.257;0.0322;0.0435;0.328;0.1;0.388;143.927;10
Will Paquin;62.0;0.331;0.5;-9.119;0.0514;0.677;6.61e-06;0.116;0.421;86.963;6
Pixies;64.0;0.489;0.913;-9.152;0.0479;0.00015;0.709;0.0703;0.539;135.756;1
Sha Na Na;21.0;0.4;0.682;-11.927;0.0563;0.183;0.000803;0.803;0.778;117.528;10
Electric Light Orchestra;81.0;0.388;0.338;-10.054;0.0329;0.652;3.73e-06;0.248;0.478;177.765;9
Rat Tally;26.0;0.446;0.373;-9.192;0.0312;0.0949;2.13e-06;0.116;0.201;144.073;6
Johnny Cash;57.0;0.676;0.58;-14.217;0.0506;0.589;0.000145;0.218;0.89;95.358;4
Lauv;83.0;0.752;0.505;-7.621;0.253;0.535;2.55e-06;0.104;0.419;91.97;9
Elton John;82.0;0.601;0.532;-9.119;0.0286;0.432;6.25e-06;0.0925;0.341;136.571;10
Willie Dixon;48.0;0.584;0.278;-18.566;0.0312;0.55;0.21;0.255;0.75;81.712;2
Hollow;44.0;0.401;0.764;-5.476;0.145;0.00705;0.000142;0.0506;0.109;99.949;10
Stick Figure;51.0;0.866;0.518;-7.372;0.0457;0.303;0.0512;0.104;0.644;141.01;10
N.Flying;33.0;0.583;0.981;-0.741;0.102;0.0701;;0.187;0.907;145.021;10
Life On Venus;39.0;0.433;0.676;-5.953;0.0304;0.000364;0.531;0.101;0.404;133.957;10
The Robert Cray Band;2.0;0.575;0.838;-11.252;0.0534;0.0297;0.0836;0.974;0.488;113.303;2
Sammy Hagar;40.0;0.423;0.63;-9.778;0.0312;0.0129;5.86e-06;0.0479;0.393;153.945;10
My Morning Jacket;29.0;0.44;0.505;-9.517;0.031;0.22;0.413;0.129;0.501;102.354;10
Kansas;75.0;0.482;0.786;-5.735;0.032;0.00321;8.88e-05;0.446;0.793;126.755;10
Rita Ora;55.0;0.846;0.559;-4.306;0.0644;0.109;;0.0445;0.721;114.037;0
Russell Dickerson;2.0;0.638;0.854;-4.664;0.11;0.216;;0.0357;0.859;93.869;4
Dilated Peoples;47.0;0.656;0.767;-7.032;0.321;0.191;;0.641;0.739;181.33;5
Veil Of Maya;56.0;0.537;0.96;-3.705;0.0594;0.000175;4.25e-06;0.0892;0.382;137.986;8
Kenny Neal;13.0;0.576;0.693;-9.936;0.0374;0.546;0.109;0.186;0.908;159.786;2
Look What You've Done;39.0;0.57;0.571;-7.282;0.0291;0.00995;0.000181;0.133;0.25;134.012;0
Monster Magnet;40.0;0.253;0.802;-6.866;0.0495;0.00192;0.148;0.398;0.279;160.099;8
Florence + The Machine;59.0;0.564;0.923;-3.843;0.0325;0.00147;;0.277;0.587;141.991;10
Waterparks;56.0;0.61;0.974;-3.407;0.166;0.000625;1.2e-06;0.429;0.71;125.077;10
YSN Flow;48.0;0.8;0.52;-7.251;0.328;0.175;;0.326;0.599;120.244;5
Gotye;80.0;0.865;0.521;-6.932;0.0371;0.548;0.000115;0.0989;0.748;129.059;9
Bun B;56.0;0.704;0.803;-4.77;0.351;0.165;;0.54;0.529;124.087;5
TOOL;65.0;0.415;0.53;-9.338;0.0314;0.00209;0.75;0.11;0.0586;114.174;8
Yungeen Ace;53.0;0.553;0.667;-6.686;0.214;0.266;;0.0679;0.366;131.18;5
The Strokes;72.0;0.624;0.91;-5.703;0.0297;0.0285;0.000198;0.0789;0.767;104.042;6
Fleetwood Mac;26.0;0.451;0.0589;-16.082;0.0361;0.954;0.00473;0.1;0.266;64.826;2
The Standells;46.0;0.62;0.781;-5.938;0.0379;0.181;;0.187;0.864;144.707;6
Van Halen;51.0;0.509;0.928;-5.833;0.0329;0.189;1.41e-06;0.269;0.736;107.921;10
Miranda Lambert;66.0;0.525;0.3;-8.005;0.0286;0.578;8.3e-06;0.116;0.206;80.993;4
Airbourne;65.0;0.503;0.96;-2.672;0.0626;9.25e-05;0.578;0.274;0.489;162.022;8
The Fall;30.0;0.704;0.917;-7.902;0.122;9.12e-05;0.00546;0.0459;0.336;110.606;6
Haley Reinhart;27.0;0.498;0.28;-11.026;0.0261;0.955;0.155;0.149;0.189;76.078;10
The Last Poets;28.0;0.669;0.567;-12.381;0.335;0.614;;0.246;0.909;81.93;5
Code Orange;41.0;0.529;0.908;-5.405;0.0522;2.46e-05;0.947;0.0942;0.183;126.032;8
Pixies;69.0;0.669;0.795;-10.865;0.0285;0.00772;0.0781;0.401;0.882;124.594;6
John Mayer;55.0;0.611;0.313;-10.242;0.0339;0.835;0.000315;0.111;0.378;134.858;0
Foreign Air;50.0;0.552;0.673;-4.9;0.0298;0.00553;;0.114;0.174;89.993;9
Sad Night Dynamite;52.0;0.835;0.523;-7.227;0.0459;0.00536;0.137;0.157;0.588;100.026;1
Julian Lynch;23.0;0.912;0.182;-22.639;0.0786;0.995;0.952;0.103;0.972;96.014;6
Einherjer;28.0;0.489;0.95;-8.544;0.0397;1.5e-05;0.707;0.477;0.602;75.997;8
Kris Barras Band;37.0;0.604;0.818;-6.083;0.0379;0.00335;0.00103;0.0411;0.697;102.993;2
Honey Lung;36.0;0.399;0.744;-8.303;0.0455;8.44e-05;0.0335;0.0497;0.125;91.918;6
The Alchemist;35.0;0.698;0.644;-8.554;0.321;0.562;;0.567;0.374;145.868;5
Rick Wakeman;39.0;0.351;0.307;-12.071;0.0336;0.433;0.85;0.328;0.0951;105.092;10
Mondo Cozmo;41.0;0.396;0.774;-8.22;0.03;0.0266;0.0347;0.0702;0.462;169.959;10
Alluvial;35.0;0.413;0.987;-3.675;0.17;0.000403;0.667;0.125;0.167;149.992;8
Joe Nichols;59.0;0.686;0.631;-5.182;0.0232;0.126;0.000183;0.107;0.509;103.953;4
Orions Belte;44.0;0.432;0.63;-9.511;0.0384;0.0663;0.687;0.223;0.569;133.77;6
The Darkness;30.0;0.248;0.943;-4.252;0.172;0.000119;0.00428;0.136;0.378;172.435;10
Brittany Howard;54.0;0.598;0.853;-5.373;0.0545;0.132;0.00297;0.132;0.312;121.988;10
Erik Ekholm;36.0;0.437;0.776;-9.259;0.0348;0.000153;0.816;0.0989;0.193;140.021;8
Sean Ono Lennon;43.0;0.538;0.532;-9.61;0.0249;0.555;7.27e-05;0.118;0.433;77.018;10
Nick Cave & The Bad Seeds;38.0;0.504;0.69;-10.309;0.0849;0.0553;0.0365;0.255;0.577;109.038;10
FKA twigs;56.0;0.391;0.444;-13.137;0.119;0.488;3.26e-05;0.111;0.159;171.831;6
Glom;14.0;0.491;0.835;-6.445;0.0416;0.0466;0.289;0.261;0.504;118.447;10
Paul McCartney;58.0;0.214;0.457;-10.538;0.0502;0.627;0.0191;0.108;0.432;178.011;6
AC/DC;83.0;0.574;0.913;-4.793;0.133;0.061;0.00158;0.156;0.423;115.728;8
Lata Mangeshkar;3.0;0.521;0.39;-6.973;0.0319;0.833;;0.295;0.464;102.272;3
Hiatus Kaiyote;64.0;0.687;0.361;-9.782;0.0501;0.631;0.00479;0.117;0.453;80.935;1
Arlo Parks;65.0;0.606;0.589;-7.194;0.0456;0.75;0.0102;0.0922;0.889;174.285;6
Volumes;40.0;0.376;0.956;-4.936;0.0921;7.25e-05;0.112;0.117;0.406;200.211;8
Jasta;41.0;0.353;0.994;-3.38;0.204;0.0002;;0.39;0.154;184.932;8
Mudvayne;64.0;0.623;0.983;-3.548;0.151;9.62e-05;0.0617;0.261;0.271;134.975;8
Mick Fleetwood and Friends;38.0;0.492;0.871;-8.919;0.0623;0.0157;0.00405;0.847;0.354;106.399;2
Westy;12.0;0.618;0.448;-10.248;0.0676;0.027;0.767;0.0924;0.074;107.181;5
Gracie Abrams;7.0;0.528;0.367;-9.227;0.055;0.878;0.000146;0.0795;0.293;128.715;9
